at,content,score
2019-09-20 09:56:26,"It's a classic and wonderful game that I believe everyone, with access, should play, if they haven't already. Ads are always a given when it comes to free mobile games. Though, I dont like that fact that you have the choice to watch an ad to double your coins, or similar small boosts, and after refusing or skipping, it plays an ad reguardless. This is the only downside, in my opinion, otherwise great game.",4
2015-10-14 17:51:10,oook,3
2013-12-26 18:16:20,Nice but not very nice,4
2018-07-02 12:34:31,It's the best game ever,5
2016-04-16 04:29:34,2 stars not too good,2
2017-05-09 09:45:53,Good,5
2019-04-10 16:01:22,i😍it,5
2014-12-01 21:14:24,Its fun and all but it gets boring,4
2015-06-29 07:51:14,Cool game,5
2017-05-13 12:44:38,It is very addictive   Small children below 8 years shouldn't play it . 🙏🙏🙏🙏🙏,5
2014-05-04 02:44:32,Very great game,5
2019-09-30 02:20:45,Fuun,5
2017-05-19 23:30:50,Very nic,5
2016-10-24 20:25:07,My first game i played ever.... Super fun... Addicted.... Awsome,5
2017-08-05 04:14:02,i LLLLLLOOOOOOVVVVVVEEEE this game i would recomend this to any person!!!,5
2016-11-29 01:59:53,Cool,5
2017-09-14 16:56:06,"Such a joyful and hilarious game. It makes you feel like you are a kid again. Really lives up to the name, ""Joyride!!""😂😂😂",5
2016-05-26 13:35:09,LOVE IT,5
2014-03-26 21:10:27,You're game is awesome,5
2013-09-07 15:15:56,Grade: Excellent,5
2014-02-28 06:24:08,I install this again because it's updated. I had install this last year or last 2 years. Yey....!,5
2012-10-09 00:45:58,Wow,5
2016-03-26 23:27:47,This game is awesome !!!,5
2014-01-15 02:14:58,Great game,5
2017-04-10 22:47:18,It worked fine at first. Then it started lagging and taking forever to check off achievements. Then when I opened the game recently all of the things I bought (with in game coins) was back to being unsold and it was lagging so bad that I couldn't even play anymore. So I had to uninstall. I'm very disapointed because it was one of my favorite mobile games.,2
2014-01-24 12:40:34,Not all that but its cool,4
2020-06-02 06:34:04,Good game,4
2017-04-18 10:56:54,Superb,5
2018-03-31 23:43:11,Amazing,5
2016-09-25 22:08:02,Easy controls,5
2021-05-20 02:38:53,Cool classic a real timekiller,4
2023-08-04 23:39:54,"Used to be an amazing game... Now they run ads between almost every run, unskipable. The original Halfbrick team has been fired and replaced by cheap devs who don't give a single F about the game anymore. Just research the apparent ""sequel"" to this game that got removed from the store for further details",1
2015-07-04 11:21:05,Love,5
2013-10-09 01:11:48,This is very awosome game,5
2016-04-05 01:53:51,Love it,5
2014-12-13 14:40:20,Absolutely Love This Game..!!,5
2012-10-08 09:03:02,:-D,5
2017-01-04 10:03:28,It's fun,5
2017-12-11 20:57:20,Good,5
2016-12-20 23:49:04,its pretty kool,5
2018-03-31 17:51:15,Unblockable notifications that are louder than a mach 3 jet,1
2014-06-25 02:39:32,Great game,5
2016-09-04 16:13:49,Yeah best game ever,5
2014-03-11 07:07:41,Its the best song eva!!!!! Turn up turn up,5
2015-08-31 07:52:28,I love it,5
2014-03-09 06:48:17,Don't change a thing,5
2020-10-07 22:48:48,Good,5
2012-10-12 13:26:40,Its finally for android,5
2016-12-28 05:53:46,Great game,5
2018-01-16 04:36:04,Fun. But controls are hard for littler children to understand,4
2018-03-21 17:15:53,love it....thats perfect😍😘😗😙😚🙂☺🦄🐩🌹🏵💮🌸💐🌹🥀🌺🌻🌼🌷⚘🎊🎉🎈✨🎇🎆🎀🎀🎀  happy  new year dear iraniene,5
2012-10-10 09:38:37,My daughter loves playing this game...,5
2014-04-09 02:12:54,preety,5
2014-12-02 23:59:25,It's a great game if I can buy helicopter jet pack.,5
2018-04-14 00:28:59,BEST GAME EVER I HOPE IT WINS THE BEST MOBILE GAME OF EVERY YEAR,5
2017-01-29 06:24:37,This game is very fun!!!!,5
2015-03-31 18:34:49,I love it,5
2018-05-03 06:41:10,It's so 😎,5
2017-06-17 09:22:17,I love it,5
2017-10-16 17:21:28,Wow,4
2014-01-24 21:08:19,It. Sucks,1
2018-04-20 05:42:36,That was very good game,5
2014-04-26 22:11:39,Wow the game is wonderful,5
2014-04-14 18:24:02,Download this game right now!,5
2017-09-05 16:43:51,Good,5
2017-05-25 13:46:38,Tishan,4
2017-01-02 03:51:52,Really good graphics really cool,5
2018-05-29 07:42:03,"Just like gold ooooo belive it if we spy from great out time we can find 
power to be strong just like goooooooold just like gold just like 
gooooooold *music* brbmbrbmrmbmb bm bm brm bm bm bm bm b m Ohhhhh ho",5
2016-03-08 08:22:28,The best,4
2015-08-14 17:16:35,Wow..!! it so amazing,3
2014-12-31 07:17:42,I love it,5
2014-06-18 04:57:36,I love it,5
2015-02-22 06:36:28,This is going to be awesome,5
2013-11-14 02:09:00,"Brilliant game with plenty of replay ability, really fun to play",4
2019-10-24 06:06:31,Wish you could let you go till you die not get tined,1
2014-03-17 21:33:41,,5
2020-06-29 07:32:49,Classic nostalgia,5
2018-10-06 06:19:11,I think the game is very fun,5
2016-11-25 11:52:12,Loved it everybody who sees this game is bad they should download it I have it in my phone I had it on my tablet,5
2015-09-14 01:19:03,They took away my favorite jet pack's its bad now,1
2013-03-16 10:27:04,It's grate.,5
2017-06-08 16:43:45,It's a very good game and it shall have boat Download it bros,5
2017-09-23 13:27:38,Awesome,5
2018-07-10 19:19:58,"I think that this game is the best running action game ever 100star from 
me. Guys if engine needs a cheat dawnload luckypather and search on YouTube 
for it. I hakced it",5
2013-03-25 07:03:59,It's the besr game ever I love it!!!!!!,5
2013-06-26 16:06:14,It's nice game but not a Good,5
2014-08-07 09:53:59,I love game,1
2015-07-16 03:41:57,Great except it can get REALLY BORING after awhile. Halfbrick studios is a pretty good company or what ever. I still HATE that there us only 1 ugly girl. [ : ( . please fix this :-). Then I may give u 4 stars [ hey it's still WAAAAAY better than 1 :-) ],3
2015-11-06 09:18:41,I love this app it is a very good game when u r bored,5
2018-10-11 06:16:06,I love this game,5
2016-07-17 17:29:51,I like this game but missions are reapitting that is verry borring please upgrad the game,5
2014-02-01 23:19:43,Urs so ez and theres no distractions and the other one is that is Mr cuddles s	Easy,5
2014-06-25 13:58:50,Love it,5
2016-05-28 01:37:31,The game is really bad,1
2019-01-27 03:07:54,game ok but need to not be so laggy when s.a.m is equipped,4
2016-01-29 04:25:17,Cool,5
2017-08-20 13:39:39,Very good. Game,5
2020-07-06 10:32:15,The game wont open anymore. I spent some money on coins too so if I have to reinstall and lose everything I'm gonna be pissed. I swear to christ this game has only gotten worse over the years. There are more bugs than ever.,1
2021-03-10 14:04:15,It's my one of fav games❤️,3
2018-04-03 05:14:02,best  game  ever!!!!,5
2014-02-27 18:57:38,Nice game but it shows a white screen and the sectors half and half if u guys could fix that ill change my rate,2
2018-09-20 08:05:31,Jetpack joyride. Is amazig!I dont care about the adds they dont bother me its like dan the man wish is also made by half brick you shold get it for freee! Also i hope they make a jetpack joyride. 2,5
2017-01-13 23:46:44,"Its wonderful and good graphics,its amazing and talented",5
2017-12-14 22:08:19,Its totally awesome,5
2017-06-08 21:43:58,Superb,5
2013-07-17 00:28:27,Cant able to play after the last update. After reaching a sertain point every time this shows force close.....and i cant even able to change my gadgets too......please fix this peoblem. But the game is awesome. Thankyou.,2
2015-07-29 21:48:52,When,5
2019-06-25 01:18:01,good,5
2016-02-27 02:19:47,I like this love this game,5
2015-05-15 11:06:05,Not joyride joooyyyride,4
2017-11-19 11:01:33,Great,5
2015-01-03 05:21:19,When I installed the game it got to sixty four percent and stopped,3
2017-07-31 21:52:16,It asume,5
2015-11-11 04:05:49,I like this app and the fact that they've added a back to the future addition for it I love this app:):):,5
2014-11-07 20:37:48,Shubham,5
2024-01-26 07:52:08,"Merasakan nostalgia bermain game terbaik pada masanya. Meskipun termasuk game jadul, tapi masih tetap seru dan menarik untuk dimainkan!",5
2016-06-10 08:54:50,Addictive,5
2015-02-28 08:45:34,Ghgjjy brush trichinosis McTavish gant thug I ICM,5
2015-08-16 13:20:54,Cool,5
2016-12-10 21:30:21,There are so many and very very good gadges and suits,5
2018-01-25 10:14:55,Nice,5
2019-03-28 05:48:20,awesome. i like collecting coins and tokens!,5
2018-06-22 12:49:21,Niceeeeee boiiiii,5
2012-12-02 00:17:26,This game is fun,4
2014-12-07 11:12:50,Took away what i bought on last device,3
2017-01-26 02:45:07,Good 🎮 game,5
2017-04-01 08:01:00,Every thing is awesome,5
2013-12-01 23:24:09,Epic,5
2014-05-12 01:51:43,I love this game,5
2016-03-08 08:14:41,Vary nice,5
2020-02-18 06:39:05,Lots of ads. And it forces us to watch video ads.... it runs my flow,3
2013-05-04 02:40:07,Play it all the time,5
2016-04-30 21:52:56,Cool,5
2019-02-11 00:36:36,It is pretty cool,4
2014-04-17 07:50:45,Omg,5
2013-02-01 06:39:47,angpangit ng laro,1
2014-06-17 12:26:36,Just need some gadget or some sort of costume to reduce the speed of game a bit slow,5
2017-02-26 13:56:32,Vgoooood,5
2016-10-21 20:51:37,Please replace some old vehicles with new and new obstacles and more changes of revive,5
2018-08-10 06:37:31,Amazing,5
2015-12-06 17:03:47,Hottest game on the earth,5
2016-04-20 07:27:44,AWESOME,4
2017-06-12 00:17:33,Awesome addition to Subway surfers!!😎🦍,5
2016-09-09 12:10:25,Very good,4
2019-11-04 14:18:26,Awesome 👍,5
2014-08-05 20:06:37,Varun GERA,5
2018-03-24 20:29:56,Its Awesome man,5
2016-03-11 09:59:47,I lost all of my stuff I had almost everything in the game can you plz help me because I played for years and it's all gone I'M BEGGING YOU PLZ HELP,4
2017-03-27 23:45:21,It a very 9ice game,5
2013-07-27 00:12:38,Best song ever one direction,5
2015-12-06 12:00:20,Theres this one achivment that says buy a new item from the stash. I'VE BOUGHT SIX AND IT STILL WON'T GIVE IT TO MEEEE! sorry... Maybe it's glitched... ┐(´д｀)┌,4
2016-01-21 23:47:01,Im just addicted,5
2017-12-08 10:54:44,It is veryy nice and fantastic,5
2015-10-14 19:16:19,So good,5
2013-05-26 06:24:31,its an ultimate game and its very cool but can we ask for something please? add some gadgets slots because my gadgets is too many but i and we only have two gadget slots pleqse make this wish come true ;),5
2017-11-12 10:56:27,Like it,5
2013-07-26 03:55:44,This game is awesome,5
2024-11-23 15:39:42,It is the most funny game in the world ❤,5
2012-10-04 10:10:00,I love this game and have been waiting for this game for a long time good job the only thing bad is that the sound doesn't work on my phone so maybe if they could bring out a update to fix it but good job,5
2012-11-08 23:50:57,"Doesn't lag on my HTC, runs smooth and addictive. Given 5 stars",5
2014-06-23 06:47:10,It fine but why do you have to buy things shouldn't you just get it with coins other then that is good,3
2017-07-20 23:34:20,I thing this game is great,5
2017-08-27 22:03:09,This game is a great way to pass time,5
2015-09-15 07:22:59,Great,5
2021-06-30 20:25:10,"Was a great game, but all of my coins and stats were reset for some reason. I had a lot of coins saved up so I was pretty disappointed. I'm just glad that it didn't reset anything I bought with coins, like the gadgets, jetpacks, and outfits. If there's any way to recover my original stats and the coins I lost, I would appreciate it and give a higher rating.",2
2017-12-25 11:08:29,I think its good and I love playing this  game,5
2012-11-12 22:05:39,Its one of the exiting game in world,5
2021-06-19 10:57:11,Awesome,5
2015-04-28 09:32:34,Loved it,5
2017-09-01 11:19:13,Awesome graphics!!!,5
2019-07-14 15:18:20,very nice,5
2013-12-13 21:39:24,Error in update,1
2018-02-04 19:25:57,It's so amazing to play,5
2016-10-24 06:45:19,This is the  best game ever,5
2012-10-25 18:06:38,I installed this game on my sony tab.... worked only once after installing... after that it says app does not respond... but superb timepass...,3
2017-12-31 06:55:52,It's fun to play,5
2015-10-11 23:23:16,Gi,5
2015-10-16 08:35:16,Love it,5
2016-05-17 11:26:55,Awesome!!!,4
2016-07-22 02:40:35,Love it,2
2016-04-21 08:23:23,Great game,5
2018-03-11 10:28:07,It is  so  amazing!!!!,5
2015-10-24 06:12:37,It takes a long time to donlode  but its  fun,5
2016-06-18 07:25:23,Its a good game,5
2015-08-03 19:39:14,"Awesome for boredness, but the files kinda big especially since my phone has very little memory",5
2020-08-25 15:28:16,Nice 👍,5
2015-04-10 05:05:59,Bruh,5
2014-02-17 16:50:46,,2
2016-04-30 20:47:15,Good,5
2016-08-21 02:31:51,It's fun and I'm on 53 meow and I'm a youtuber go to kaylynnjohnson roblox,5
2014-07-30 20:39:13,Good.,5
2016-03-28 13:02:14,I liked it but I will  become  out,4
2016-12-26 10:08:22,I had this game on a separate phone and I had everything in every update all I will do is buy it without care,5
2014-11-01 21:11:20,I love it because i always used to play it until my tableic broke so i love it,5
2015-04-15 12:27:55,Who wants to be my gf pls,5
2023-11-10 21:42:52,Awesome,5
2012-12-01 20:38:40,Its almost great but no sound or music at all though its active.,3
2021-06-03 16:49:02,Superb...,5
2016-09-05 21:14:22,Very good game enjoy playing it,5
2014-12-12 13:17:37,Mind blowing,5
2015-02-23 11:37:03,Liked it,4
2013-11-25 05:02:19,I want to update my game without uninstalling it as I'm at level 63 and its taken along time to get there but the new version is way cooler how can I do that,5
2014-01-07 17:15:07,Love,5
2020-06-22 00:10:49,"This is a great game but I have been lagging and there is quite a few more ads than the last I played it but everything else is fine. I played this in 2012-2013 and the format has changed which is kinda weird to get used to, overall it's a great game.",4
2018-08-16 11:55:18,It's a great game to play when you're bored,5
2017-06-26 21:54:32,Its a cool game all of the items you can get like a extra boost....,5
2020-11-20 08:20:08,Don't make people pay so much money,4
2014-01-27 03:10:17,It's outstanding,5
2020-03-26 07:16:33,Can ucj,5
2017-08-06 21:53:57,Amazing,5
2013-05-30 01:58:12,Keeps crashing and then i have to complete the completed mission again,3
2013-05-19 21:02:03,Good game to while away some time but keeps on crashing and force closing. Happens mostly when picking up a powerup.,3
2018-06-02 09:30:02,This was a amazing game,5
2012-10-22 06:08:48,Year,5
2015-06-27 14:07:47,Average,4
2020-01-20 21:29:16,"While initially I had this at 5 stars, this game constantly crashes mid-game now. I had uninstalled it and didn't re-install for months but once I got the game again it repeated the same crashing issues. Won't pick this up anymore.",1
2019-01-18 23:20:14,love this game,5
2017-08-03 04:49:44,"Its alright but the controls are limited. Also the only way to advance at a decent pace is to spend money. It is a shame, its a great idea but unfortunately it seems the developer was only concerned with making money. At least it appears that way",3
2020-04-10 16:41:26,Good for time pass 😁😁,5
2017-12-17 05:46:26,It's okay,3
2017-12-01 23:53:56,Really good game it was fun and easy I played it when I was bored,4
2016-10-07 09:11:50,It's awesome!!!!!!!🈂🙌,5
2014-10-05 19:06:56,Good,5
2016-09-05 17:24:54,What a wonderful game!!!!!! I love it 😍😍😍😍😍,5
2014-05-27 17:29:20,Such nice game,5
2013-03-28 17:35:03,I really like this game it is addictive and fun not much else I can say the graphics r well also,5
2015-01-29 03:06:11,Great game,5
2017-02-03 02:39:02,Great game,5
2015-07-14 20:52:41,Super fun and addictive,5
2016-01-13 19:46:41,If i had i chance i would put 10/10 :-),5
2015-05-28 10:11:23,Playing passes the tym,5
2016-09-14 13:08:58,Bought all gadgets nd got wave rider 4 free.....COOL,5
2015-05-25 02:47:02,The game was epic¶¶¶,5
2017-03-16 13:06:16,Very cool games,5
